22877	脑供血不足
N31.207	非反射性神经病性膀胱
N31.801	逼尿肌无力
N31.901	神经源性膀胱
N32.001	膀胱颈梗阻
N32.002	膀胱梗阻
N32.004	膀胱瘢痕狭窄
N32.101	膀胱直肠瘘
N32.102	膀胱乙状结肠瘘
N32.201	膀胱瘘
N32.301	膀胱憩室
N18.803+I32.8*	尿毒症性心包炎
N32.302	膀胱憩室炎
N32.801	膀胱瘢痕
N32.802	膀胱出血
N32.803	膀胱假憩室
N32.804	膀胱扩张
N32.806	男性膀胱疝
N32.807	膀胱钙化
N32.809	膀胱痉挛
N32.810	膀胱纤维化
N32.811	膀胱硬化
N32.813	膀胱白斑
N32.814	膀胱粘膜脱垂
N32.901	膀胱肿物
N34.001	考珀腺脓肿
N34.002	利特雷腺脓肿
N34.004	尿道脓肿
N34.005	尿道腺脓肿
S16xx06	颈部肌腱扭伤
S17.001	喉气管挤压伤
S17.002	喉挤压伤
S17.003	气管挤压伤
S17.901	颈部挤压伤
S18xx01	颈部水平的创伤性切断
S18xx02	砍头
S19.701	颈部多处损伤
S19.801	喉损伤
S19.901	颈部损伤
S20.001	乳房挫伤
S20.101	乳房浅表损伤
S20.201	胸部挫伤
S20.202	胸壁挫伤
S20.203	胸骨前区挫伤
S20.301	胸前壁浅表损伤
S20.401	胸后壁浅表损伤
S20.701	胸部多处浅表损伤
S20.801	胸壁损伤
S20.802	胸前缘域损伤
S20.803	胸部浅表损伤
S20.811	胸壁擦伤
S21.001	乳房开放性损伤
S21.101	胸前壁开放性损伤
S21.102	胸骨前区开放性损伤
S21.201	背部开放性外伤
S21.202	胸壁外部开放性损伤
S21.203	胸后壁开放性损伤
S21.701	胸壁多处开放损伤
S21.811	胸部开放性损伤伴骨折
S21.821	胸部开放性损伤伴脱位
S21.831	胸部开放性损伤伴胸内损伤
S21.901	胸壁裂伤
S21.902	胸部开放性外伤
S21.904	胸部刺伤
S22.0001	胸椎骨折
S22.0003	胸椎压缩性骨折
S22.0005	胸椎神经弓骨折
S22.0006	胸椎棘突骨折
S22.0007	胸椎横突骨折
S22.0009	胸椎椎弓骨折
S22.011	胸椎骨折T1/T2
S22.021	胸椎骨折T3/T4
S22.031	胸椎骨折T5/T6
S22.041	胸椎骨折T7/T8
S22.051	胸椎骨折T9/T10
S22.061	胸椎骨折T11/T12
N18.805+I52.8*	尿毒症性心脏病
S22.101	胸椎多发性骨折
S22.201	胸骨骨折
S22.311	第一肋骨骨折
S22.321	肋骨骨折
S22.401	肋骨多发性骨折
S22.411	肋骨多发性骨折伴第一肋骨骨折
S22.421	两根肋骨骨折不伴第一肋骨骨折
S22.431	三根肋骨骨折不伴第一肋骨骨折
S22.441	四根以上肋骨骨折不伴第一肋骨骨折
S22.501	连枷胸
S22.901	胸廓骨折
S23.001	创伤性胸椎间盘破裂
S23.101	胸椎脱位
S23.111	胸椎脱位T1/T2
S23.112	胸椎脱位T2/T3
S23.121	胸椎脱位T3/T4
S23.122	胸椎脱位T4/T5
S23.131	胸椎脱位T5/T6
S23.132	胸椎脱位T6/T7
S23.141	胸椎脱位T7/T8
S23.142	胸椎脱位T8/T9
S23.151	胸椎脱位T9/T10
S23.152	胸椎脱位T10/T11
S23.161	胸椎脱位T11/T12
S23.171	胸腰椎脱位T12/L1
S23.201	肋骨关节脱位
S23.202	肋骨软骨脱位
S23.203	胸骨脱位
S23.204	胸部气管脱位
S23.205	剑状软骨脱位
S24.001	胸部脊髓水肿
S24.002	胸部脊髓震荡
S24.101	胸脊髓损伤
S24.111	胸脊髓完全损伤
S24.121	胸脊髓前索综合征
S24.122	胸部脊髓中央损伤综合征
S24.123	不完全性胸部脊髓损伤
S24.124	胸脊髓后柱综合征
S24.1x701	胸部脊髓功能损伤
S24.1x711	胸部脊髓功能损伤T1
S24.1x721	胸部脊髓功能损伤T2/T3
S24.1x731	胸部脊髓功能损伤T4/T5
S24.1x741	胸部脊髓功能损伤T6/T7
S24.1x751	胸部脊髓功能损伤T8/T9
S24.1x761	胸部脊髓功能损伤T10/T11
S24.1x771	胸部脊髓功能损伤T12
S24.201	胸脊神经根损伤
S24.301	肋间神经损伤
S24.302	胸部周围神经损伤
S24.401	心丛神经损伤
S24.403	肺丛神经损伤
S24.404	星状神经丛损伤
S24.501	膈神经损伤
S24.601	胸部神经损伤
S25.001	胸主动脉损伤
S25.102	无名动脉损伤
S25.201	腔静脉损伤
S25.202	上腔静脉损伤
S25.302	锁骨下静脉损伤
S25.401	肺血管损伤
S25.502	肋间血管损伤
S25.701	胸部多处血管损伤
S25.802	奇静脉损伤
S25.803	乳房静脉损伤
S25.901	胸部血管损伤
S26.002	创伤性心包填塞
S26.811	心脏挫伤
S26.831	心脏撕裂伤伴心室穿透
S26.881	心脏异物
S26.883	创伤性心脏破裂
S26.901	心脏损伤
S27.001	创伤性气胸
S27.201	创伤性血气胸
S27.311	肺挫伤
S27.321	肺破裂
S27.381	肺内异物
S27.402	支气管损伤
S27.501	胸部气管损伤
S27.701	胸内器官多处损伤
S27.811	创伤性膈疝
S27.813	纵隔血肿
S27.821	淋巴胸管损伤
S27.832	胸部食管损伤
S27.841	胸腺损伤
S27.901	胸内器官损伤
S28.001	胸部挤压伤
S29.001	胸部肌腱损伤
S29.002	胸部肌肉损伤
S29.003	胸部肌腱扭伤
S29.701	胸部多处损伤
S29.901	胸部损伤
S30.001	背部挫伤
S30.003	腰部挫伤
S30.004	骶骨部挫伤
S30.101	腹部挫伤
S30.102	胁腹挫伤
S30.103	腹股沟挫伤
S30.105	腹股沟部挫伤
S30.106	腹壁挫伤
S30.201	阴囊挫伤
S30.202	阴囊血肿
S30.204	会阴挫伤
S30.205	睾丸挫伤
S30.207	大阴唇挫伤
S30.208	小阴唇挫伤
S30.210	创伤性外阴血肿
S30.801	臀部浅表损伤
S30.802	腹上部浅表损伤
S30.803	外生殖器浅表损伤
S30.804	胁腹浅表损伤
S30.901	腹部浅表损伤
S30.903	骨盆浅表损伤
S31.001	会阴部开放性损伤
S31.003	骶骨区开放性损伤
S31.004	骨盆开放性损伤
S31.101	腹壁开放性损伤
S31.102	腹上部开放性损伤
S31.104	腹股沟开放性损伤
S31.105	髂区开放性损伤
S31.107	阴部开放性损伤
S31.201	阴茎开放性损伤
S31.302	睾丸开放性损伤
S31.401	创伤性阴道裂伤
S31.402	阴蒂开放性损伤
S31.701	腹部和下背及骨盆多处开放性损伤
S31.802	肛门括约肌裂伤
S31.812	骨盆部开放性损伤伴骨折
S31.821	下背部开放性损伤伴脱位
S31.831	腹部开放性损伤伴腹内器官损伤
S32.001	腰椎骨折
S32.002	腰椎压缩性骨折
S32.011	腰椎骨折L1
S32.031	腰椎骨折L3
S32.041	腰椎骨折L4
S32.101	骶骨骨折
S32.201	尾骨骨折
S32.401	髋臼骨折
S32.501	耻骨骨折
S32.503	耻骨联合骨折
S32.701	腰椎和骨盆多发性骨折
S32.703	马耳盖尼氏骨折
S32.811	坐骨骨折
S32.823	腰骶横突骨折
S32.824	腰骶椎骨骨折
S32.831	骨盆骨折
S32.891	骨盆联合体骨折
S32.893	骨盆开书样骨折
S32.894	骨盆垂直剪切骨折
S33.001	创伤性腰椎间盘破裂
S33.102	腰椎滑脱症
S33.121	腰椎脱位L2/L3
S33.131	腰椎脱位L3/L4
S33.151	腰骶椎脱位L5/S1
S33.201	尾骨脱位
S33.203	骶髂关节脱位
S33.301	耻骨联合脱位
S33.512	腰骶关节扭伤
S33.601	骶髂关节扭伤
S34.001	腰部脊髓水肿
S34.002	腰部脊髓震荡
S34.101	腰部脊髓损伤
S34.103	腰部脊髓不完全性损伤
S34.1x701	腰部脊髓功能损伤
S34.1x721	腰部脊髓功能损伤L2
S34.1x731	腰部脊髓功能损伤L3
S34.1x751	腰部脊髓功能损伤L5
Z47.806	瘢痕切除术后
Z47.807	耳再造术后
Z47.808	乳房英捷尔法勒注射术后
Z47.809	尿道下裂术后
Z47.810	鼻再造术后
Z47.811	乳房再造术后
Z47.812	磨削术后
Z47.813	阴道再造术后
Z47.814	下颌骨延长器植入术后
Z47.815	睑再造术后
Z47.816	眼睑整形术后
Z47.817	重睑术后
Z47.818	吸脂术后
Z47.819	整形外科术后
Z47.820	尿道上裂术后
Z47.821	阴道英捷尔法勒注射术后
Z47.822	阴茎再造术后
Z47.823	面部除皱术后
Z47.824	颏英捷尔法勒注射术后
Z47.825	颌骨手术后
Z47.826	皮肤英捷尔法勒注射后
Z47.827	脂肪注射术后
Z47.828	皮管成形术后
Z47.829	乳房人工材料注射术后
Z47.830	颧骨截骨术后
Z47.831	皮肤奥美定注射术后
Z47.832	外耳义耳植入术后
Z47.833	上颌后缩截骨牵引术后
Z47.834	骨固定装置植入术后
Z47.835	颏部水平截骨术后
Z47.836	扩张器植入术后
Z48.001	手术后拆除缝线
Z48.002	手术后更换敷料
Z48.901	手术后对症治疗
Z49.001	透析的准备性医疗
Z49.101	肾透析
Z49.201	腹膜透析
Z50.001	心脏病康复
Z50.101	康复治疗
Z50.201	酒精康复
Z50.301	药物康复
Z50.501	言语治疗
Z50.601	视轴矫正训练
Z51.001	恶性肿瘤术后放疗
Z51.002	恶性肿瘤放疗
Z51.003	放射治疗
Z51.101	恶性肿瘤术后化疗
Z51.102	恶性肿瘤术前化疗
Z51.103	恶性肿瘤维持性化学治疗
Z51.202	恶性肿瘤介入治疗
Z51.203	恶性肿瘤中医治疗
Z51.204	恶性肿瘤内分泌治疗
Z51.205	恶性肿瘤免疫治疗
Z51.206	恶性肿瘤生物治疗
Z51.207	恶性肿瘤射频治疗
Z51.208	化学治疗
Z51.301	无诊断报告的输血
Z51.401	自体外周血干细胞动员
Z51.501	姑息性医疗
Z51.502	恶性肿瘤的支持治疗
Z51.601	对变应原脱敏
Z52.001	全血捐献者
Z52.101	供皮者
Z52.201	供骨者
Z52.301	异体骨髓移植供者
Z52.302	同基因造血干细胞移植供者
Z52.303	异基因造血干细胞移植供者
Z52.304	非血缘造血干细胞移植供者
Z52.401	供肾者
Z52.501	供角膜者
Z52.601	供肝脏者
Z53.001	因禁忌症而未进行外科或其他操作
Z53.101	因信仰或群体压力使病人决定不进行操作
Z53.201	因病人决定而未进行操作
Z53.801	因病人家属决定而未进行操作
Z54.001	手术后恢复期
Z54.002	睑袋术后观察
Z54.003	吸脂术后观察
Z54.004	隆鼻术后观察
Z54.005	重睑术后观察
Z54.006	毛发移植术后观察
Z54.007	瘢痕切除术后观察
Z54.008	痣切除术后观察
Z54.009	睑闭合不全矫正术后观察
Z54.010	开放性外伤术后观察
Z54.012	面部瘢痕磨削术后观察
Z54.013	上睑下垂术后观察
Z54.014	拆线术后观察
Z54.015	假体取出术后观察
Z54.016	扩张器植入术后观察
Z54.017	除皱术后观察
Z54.018	皮肤异物取出术后观察
Z54.019	睑外翻术后观察
Z54.020	隆颏术后观察
Z54.021	内眦成形术后观察
Z54.022	骨折术后恢复期
Z54.101	放射治疗后恢复期
Z54.201	恶性肿瘤化学治疗后恢复期
Z54.701	联合治疗后恢复期
Z54.801	风疹恢复期
Z54.802	肝炎恢复期
Z54.804	脑外伤恢复期
Z54.805	脑炎恢复期
Z54.806	砂眼恢复期
Z54.807	天花恢复期
Z59.001	无家可归
Z60.002	退休[养老者]的适应
Z60.003	空巢综合症
Z60.101	单亲家庭
Z60.201	独自生活
Z60.302	社会移居者
Z61.001	童年时失去所爱亲属
Z61.101	童年离家
Z61.201	童年时家庭关系模式的改变
Z61.401	与儿童据说受家族内成员的性虐待有关的问题
Z61.601	与儿童据说身体被虐待有关的问题
Z61.701	在童年时受惊吓的经历
Z61.901	童年时消极生活事件
Z62.001	父母监督和管教不足
Z62.201	公共机构的养育
Z62.401	对儿童情感的忽视
Z62.501	缺乏学习和游戏的体验
Z63.101	亲子问题
Z63.201	家庭生活不适当
Z63.301	家庭成员缺少
Z63.401	家庭成员假定的死亡
Z63.402	家庭成员失踪
Z63.403	家庭成员死亡
Z63.502	分居使家庭分裂
Z63.503	疏远
Z63.711	家庭中的酒精中毒
Z63.721	家庭中的赌博
Z63.791	家中的健康问题
Z63.792	患病或受滋扰的家庭成员
Z63.793	孤立的家庭
Z63.801	家庭不和
Z63.803	家中交往不足
Z63.804	家中交往曲解
Z64.001	与不想要的妊娠有关的问题
Z64.401	与监督缓刑犯的官员不和
Z64.403	与顾问不和
Z65.101	监禁
Z65.301	逮捕
Z65.302	儿童监护
Z65.303	诉讼
Z65.304	起诉
Z65.401	犯罪行为的受害者
Z65.402	拷打的受害者
Z65.501	暴露于灾害
Z65.502	暴露于敌对行为
Z65.503	暴露于战争
Z76.101	弃婴的健康监督和照料
Z80.101	气管、支气管和肺恶性肿瘤家族史
Z80.301	乳房恶性肿瘤家族史
Z80.501	泌尿道恶性肿瘤家族史
Z80.601	白血病家族史
Z80.901	恶性肿瘤家族史
Z81.001	精神发育迟滞家族史
Z81.101	酒精滥用家族史
Z81.201	烟草滥用家族史
Z82.001	癫痫病家族史
Z82.301	中风家族史
Z82.702	血亲
Z83.201	血友病家族史
Z83.301	糖尿病家族史
Z84.301	同血缘家族史
Z85.001	胆囊恶性肿瘤史
Z85.002	结肠恶性肿瘤史
Z85.004	胃恶性肿瘤史
Z85.005	消化器官恶性肿瘤史
Z85.007	胰腺恶性肿瘤史
Z85.008	胆道恶性肿瘤史
Z85.101	肺恶性肿瘤病史
Z85.201	呼吸系统恶性肿瘤病史
Z85.301	乳房恶性肿瘤史
Z85.401	生殖器官恶性肿瘤史
Z85.403	子宫恶性肿瘤史
Z85.404	前列腺恶性肿瘤史
Z85.501	肾恶性肿瘤史
Z85.502	肾盂恶性肿瘤史
Z85.504	膀胱恶性肿瘤史
Z85.601	白血病史
Z85.701	多发性骨髓瘤史
Z85.802	口底恶性肿瘤史
Z85.803	口咽恶性肿瘤史
Z85.805	下咽部恶性肿瘤史
Z85.806	脊髓恶性肿瘤史
Z85.808	甲状腺恶性肿瘤史
Z85.809	腹膜恶性肿瘤史
Z86.111	结核病史
Z86.121	脊髓灰质炎病史
Z86.131	疟疾病史
Z86.201	血液和造血器官疾病史
Z86.202	免疫系统疾病史
Z86.501	精神病史
Z86.601	视力问题个人史
Z86.602	听觉问题个人史
Z86.604	发声问题个人史
Z86.605	吞咽和咀嚼问题个人史
Z87.111	消化性溃疡史
Z87.501	绒毛膜上皮性疾病史
Z87.503	剖宫产史
Z88.001	青霉素过敏史
Z88.201	磺胺类药过敏史
Z88.401	麻醉剂过敏史
Z88.501	麻醉催眠剂过敏史
Z88.601	镇痛药过敏史
Z89.001	单侧手指后天性缺失
Z89.002	后天性指缺损
Z89.101	手和腕后天性缺失
I61.102	顶叶出血
I77.006	锁骨下动静脉瘘
I77.007	下肢动静脉瘘
I77.008	子宫旁动静脉瘘
I77.009	肾动静脉瘘
I77.101	动脉狭窄
I77.102	腹主动脉狭窄
I77.103	肱动脉狭窄
I77.104	髂动脉狭窄
I77.105	髂动脉纡曲
I77.106	上肢动脉狭窄
I77.107	锁骨下动脉狭窄
I77.108	无名动脉迂曲
I77.109	下肢动脉狭窄
I77.110	肺动脉狭窄
I77.111	肝动脉狭窄
I77.201	动脉瘘
I77.202	腹主动脉－空肠瘘
I77.203	动脉溃疡
I77.204	主动脉溃疡
I77.401	腹腔动脉压迫综合征
I77.501	动脉坏死
I77.502	坏死性血管炎
I77.601	大动脉炎
I77.602	动脉内膜炎
I77.603	动脉炎
I77.604	多发性大动脉炎
I77.605	血管炎(脉管炎)
I77.606	上肢脉管炎
I77.607	系统性血管炎
I77.608	下肢动脉炎
I77.609	下肢脉管炎
I77.610	主动脉炎
I77.801	后天性腹主动脉畸形
I77.802	主动脉根部病变
I77.803	主动脉脓肿
I78.001	遗传性出血性毛细血管扩张
I78.801	毛细血管扩张症
I78.802	胃肠道毛细血管扩张症
I80.001	下肢表浅静脉炎
I80.101	股静脉血栓形成
I80.102	髂股静脉血栓形成
I80.103	髂-股静脉炎
I80.201	髂静脉血栓形成
I80.202	下肢慢性深静脉炎
I80.203	下肢深静脉炎
I80.204	下肢深部血栓性静脉炎
I80.205	下肢深静脉血栓形成
I80.206	下肢深静脉栓塞
I80.301	下肢静脉血栓形成
I80.302	下肢静脉炎
I80.303	下肢血栓性静脉炎
I80.304	下肢静脉阻塞
I80.305	下肢静脉梗阻
I80.801	眶内血栓性静脉炎
I80.802	蒙道尔氏病(胸壁血栓性静脉炎)
I80.803	乳腺血栓性静脉炎
I80.804	上肢静脉炎
I80.805	上肢血栓性静脉炎
I80.901	静脉炎
I80.902	血栓性静脉炎
I81xx01	门静脉梗阻
I81xx02	门静脉血栓形成
I82.001	闭塞性肝静脉内膜炎(巴德-奇尔里综合征)
I82.002	肝小静脉闭塞
I82.101	游走性血栓性静脉炎
I82.201	腔静脉栓塞
I82.202	下腔静脉栓塞
I82.203	下腔静脉血栓形成
I82.204	腔静脉瘤栓
I82.301	肾静脉栓塞
I82.302	肾静脉血栓形成
I82.801	颈静脉血栓形成
I82.802	脾静脉栓塞
I82.803	髂静脉栓塞
I82.804	髂内静脉栓塞
I82.805	髂外静脉栓塞
I82.806	上肢静脉血栓形成
I82.807	上肢深静脉血栓形成
I82.808	锁骨下静脉血栓形成
I82.809	腋静脉栓塞
I82.810	腋静脉血栓形成
I82.811	上肢静脉梗阻
I82.901	静脉栓塞
I82.902	静脉血栓形成
I82.903	非化脓性血栓形成
I83.001	大隐静脉曲张伴溃疡
I83.002	下肢静脉曲张伴溃疡
I83.101	静脉曲张性皮炎
I83.103	下肢静脉曲张合并静脉炎
I83.104	淤积性皮炎
I83.201	静脉曲张溃疡
I83.202	下肢静脉曲张溃疡及炎症
I83.901	大隐静脉曲张
I83.902	静脉曲张破裂
I83.903	静脉曲张
I83.904	下肢静脉曲张
I83.905	下肢静脉瘤
I83.906	小隐静脉曲张
I84.001	血栓性内痔
I84.101	出血性内痔
I84.103	脱垂性内痔
I84.201	直肠静脉曲张破裂
I84.202	内痔
I84.301	血栓性外痔
I84.401	出血性外痔
I84.402	溃疡性外痔
I84.501	外痔
I84.601	直肠赘
I84.901	痔
I85.901	食管静脉曲张
I85.902	食管静脉静脉瘤
I86.101	阴囊静脉曲张
I86.102	精索静脉曲张
I86.202	盆腔静脉曲张
I86.301	外阴静脉曲张
I86.402	胃血管扩张
I86.801	肝静脉静脉瘤
I86.802	颈静脉扩张
I86.804	颈外静脉静脉瘤
I86.805	颈外静脉扩张
I86.807	眶静脉曲张
I86.808	颞静脉静脉瘤
I86.810	椎管内静脉曲张
I86.811	上肢静脉静脉瘤
I86.813	腹壁静脉曲张
I87.001	静脉炎后综合征
I87.101	肝静脉－下腔静脉阻塞
I87.103	腔静脉综合征
I87.105	上腔静脉阻塞综合征
I87.107	上腔静脉梗阻
I87.108	锁骨下静脉压迫综合症
I87.111	下腔静脉狭窄
I87.112	下腔静脉阻塞综合征
I87.114	左肾静脉受压综合征
I87.115	门静脉狭窄
I87.201	下肢静脉功能不全
I87.801	假静脉
I87.802	静脉石
I87.803	静脉硬化
I87.804	下肢静脉回流障碍
I88.001	肠系膜淋巴结炎
I88.003	慢性肠系膜淋巴结炎
I88.101	颌下慢性淋巴结炎
I88.103	慢性腹股沟淋巴结炎
I88.104	慢性颈淋巴结炎
I88.105	慢性淋巴结炎
I88.901	反应性淋巴结炎
I88.902	肺门淋巴结炎
I88.904	颌下淋巴结炎
I88.905	颈淋巴结炎
I88.906	淋巴结炎
I88.908	纵隔淋巴结炎
I89.001	肠淋巴管扩张
I89.002	非丝虫性象皮病
I89.003	淋巴管闭塞
I89.005	象皮病
I89.006	胸导管梗阻
I89.801	肠系膜乳糜囊肿
I89.803	淋巴管瘘
I89.804	淋巴回流障碍
I89.805	淋巴结钙化
I89.807	乳糜性胸水
I89.808	乳糜胸
I89.809	胸导管断裂
I89.811	脂肪黑变性网状细胞增多
I95.001	特发性低血压
I95.101	体位性低血压
I95.801	慢性低血压
I95.901	低血压
I95.902	血压下降
I97.002	心脏术后低心排综合征
I97.003	心脏术后综合征
I97.102	机械瓣膜置换术后瓣周漏
I97.103	生物瓣膜失功能
I97.104	手术后心力衰竭伴肺水肿
I97.106	心脏手术后心力衰竭
I97.802	经皮导管治疗动脉导管未闭术后残余分流
I97.803	脑血管造影后脑血管痉挛
I97.805	室缺残余瘘
I97.806	手术后腹主动脉阻塞
I97.807	手术后淋巴水肿
I97.902	经皮动脉导管矫治术后并发症
I97.904	经皮冠状动脉狭窄矫治术后并发症
I97.905	经皮球囊扩瓣术后并发症
I97.907	射频消融术后
I97.908	心导管检查术后
I97.909	心导管造影术后并发症
I97.910	心导管治疗术后
I97.912	心脏术后
I97.913	人工心脏置入术后
J00xx01	病毒性感冒
J00xx03	胃肠型感冒
J00xx05	急性鼻咽炎
J00xx06	感染性鼻炎
J00xx08	急性卡他性鼻炎
J01.001	化脓性上颌窦炎
J01.003	急性窦炎
J01.101	急性额窦炎
J01.201	急性筛窦炎
J01.301	急性蝶窦炎
J01.401	急性全鼻窦炎
J01.902	急性化脓性鼻窦炎
J02.001	链球菌性咽峡炎
J02.002	链球菌性咽喉痛
J02.004	链球菌性咽喉痛性溃疡
J02.801	病毒性咽炎
J02.902	急性咽峡炎
J02.903	急性咽炎
J02.904	溃疡性咽炎
J02.906	咽峡炎
J02.907	咽炎
J02.909	急性感染性咽炎
J02.910	急性化脓性咽炎
J02.912	急性咽喉痛
J03.001	链球菌性扁桃体炎
J03.901	扁桃体残根炎
J03.903	急性扁桃体炎
J03.905	急性腺样体炎
N34.102	非性病性尿道炎
N34.201	尿道口炎
N34.202	尿道炎
N34.203	尿道溃疡
N34.204	尿道口溃疡
N34.205	绝经后尿道炎
N34.301	女性尿道综合症
N35.001	分娩后尿道狭窄
N35.002	创伤后尿道狭窄
N35.101	感染后尿道狭窄
N35.901	尿道狭窄
