ICD10编码	ICD10副编码	ICD10名称	拼音助剂码
I49.811		紊乱性房性心率	WLXFXXL
I49.901		β受体过敏综合征	βSTGMZHZ
I49.902		冠心病心律失常型	GXBXLSCX
I49.903		室性心律失常	SXXLSC
I49.904		心律失常	XLSC
I50.001		充血性心力衰竭	CXXXLSJ
I50.002		充血性心脏病	CXXXZB
I50.003		全心衰竭	QXSJ
I50.004		右心衰竭	YXSJ
I50.101		急性肺水肿伴心力衰竭	JXFSZBXLSJ
I50.102		急性左心衰竭	JXZXSJ
I50.103		慢性左心功能不全	MXZXGNBQ
I50.104		心源性哮喘	XYXXC
I50.105		左心房衰竭	ZXFSJ
I50.106		左心衰竭	ZXSJ
I50.107		左心衰竭合并急性肺水肿	ZXSJHBJXFS
I50.901		低心排综合征	DXPZHZ
I50.902		心功能不全	XGNBQ
I50.903		急性心功能衰竭	JXXGNSJ
I50.904		急性心力衰竭	JXXLSJ
I50.905		慢性心力衰竭	MXXLSJ
I50.906		心房功能不全	XFGNBQ
I47.101		窦房折返性心动过速	DGZFXXDGS
I50.907		心功能Ⅱ级	XGNEJ
I50.908		心功能III级	XGNIIIJ
I50.909		心功能II~III级	XGNII~IIIJ
I50.910		心功能Ⅳ级	XGNSJ
I50.911		心力衰竭	XLSJ
I50.912		心肾衰竭	XSSJ
I50.913		循环衰竭	XHSJ
I51.101		心腱索断裂	XJSDL
I51.201		心脏乳头肌破裂	XZRTJPL
I51.301		心房血拴	XFXS
I51.302		心耳血栓	XEXS
I51.303		心室血栓	XSXS
I51.401		病毒性心肌炎后遗症	BDXXJYHYZ
I51.404		心肌炎后遗症	XJYHYZ
I51.501		心肌变性	XJBX
I51.502		心肌劳损	XJLS
I51.503		心肌损害	XJSH
I51.504		心肌脂肪变性	XJZFBX
I51.601		心血管变性	XXGBX
I51.602		心血管意外	XXGYW
I51.603		心血管硬化	XXGYH
I51.701		室间隔肥大	SJGFD
I51.702		心房肥大	XFFD
I51.703		心房扩大	XFKD
I51.704		心肌肥大	XJFD
I51.705		心室肥大	XSFD
I51.706		心室肥厚	XSFH
I51.707		心室扩大	XSKD
I51.708		心脏肥大	XZFD
I51.709		心脏扩大	XZKD
I51.710		右室肥大	YSFD
I51.711		左室肥大	ZSFD
I51.801		全心炎	QXY
I51.802		乳头肌功能不全	RTJGNBQ
I51.803		心房肿物	XFZW
I51.804		心肌功能不全	XJGNBQ
I51.901		肝源性心脏病	GYXXZB
I51.902		贫血性心脏病	PXXXZB
I51.903		心功能Ⅰ级	XGNYJ
I51.904		心脏病	XZB
I51.905		高原性心脏病	GYXXZB
I60.001		颈内动脉瘤破裂入脑	JNDMLPLRN
I60.201		前交通动脉瘤破裂	QJTDMLPL
I60.301		后交通动脉瘤破裂	HJTDMLPL
I60.401		基底动脉动脉瘤破裂	JDDMDMLPL
I60.801		脑动脉瘤破裂	NDMLPL
I60.802		脑膜出血	NMCX
I60.803		大脑动静脉畸形破裂	DNDJMJXPL
I60.901		蛛网膜下腔出血	ZWMXQCX
I61.001		大脑后动脉出血	DNHDMCX
I61.002		大脑内皮质下出血	DNNPZXCX
I61.003		大脑中动脉出血	DNZDMCX
I61.004		豆状核出血	DZHCX
I61.005		基底节出血	JDJCX
I61.006		内囊出血	NNCX
I61.007		外囊出血	WNCX
I61.101		大脑内皮质出血	DNNPZCX
I61.301		脑干出血	NGCX
I61.302		脑桥出血	NQCX
I61.303		丘脑出血	QNCX
I61.304		丘脑下部出血	QNXBCX
I61.401		小脑出血	XNCX
I61.501		脑室出血	NSCX
I61.901		非创伤性脑内血肿	FCSXNNXZ
I61.902		脑出血	NCX
I61.903		脑血管破裂	NXGPL
I61.904		脑血肿	NXZ
I62.001		非创伤性硬脑膜下出血	FCSXYNMXCX
I62.002		慢性硬膜下血肿	MXYMXXZ
I62.101		非创伤性硬膜外血肿	FCSXYMWXZ
I62.102		非创伤性硬脑膜外出血	FCSXYNMWCX
I62.901		非创伤性颅内出血	FCSXLNCX
I63.301		血栓性偏瘫	XSXPT
I63.401		脑栓塞性偏瘫	NSSXPT
I63.801		脑干梗塞	NGGS
I63.901		多发性脑梗塞	DFXNGS
I63.902		脑梗塞	NGS
I63.903		腔隙性脑梗塞	QXXNGS
I63.904		小脑梗塞	XNGS
I64  01		急性偏瘫	JXPT
I64  02		可逆性脑卒中	KNXNZZ
I64  03		脑血管意外	NXGYW
I64  04		脑卒中	NZZ
I65.001		椎动脉狭窄	ZDMXZ
I65.002		椎动脉血栓形成	ZDMXSXC
I65.101		基底动脉栓塞	JDDMSS
I65.102		基底动脉血栓形成	JDDMXSXC
I65.201		颈动脉动脉硬化	JDMDMYH
I65.202		颈动脉狭窄	JDMXZ
I65.203		颈内动脉闭塞	JNDMBS
I51.402		老年性心脏病	LNXXZB
I51.403		心肌炎	XJY
I65.204		颈内动脉栓塞	JNDMSS
I65.205		颈内动脉狭窄	JNDMXZ
I65.206		颈内动脉血栓形成	JNDMXSXC
I65.207		颈外动脉闭塞	JWDMBS
I65.208		颈总动脉闭塞	JZDMBS
I65.209		颈总动脉狭窄	JZDMXZ
I66.001		大脑中动脉闭塞	DNZDMBS
I66.301		小脑后下动脉血栓形成	XNHXDMXSXC
I66.302+	G46.401*	延髓背外侧综合征	YSBWCZHZ
I66.303+	G46.402*	瓦伦伯格氏综合征(延髓外侧综合征)	WLBGSZHZ
I66.304+	G46.403*	延髓外侧综合征	YSWCZHZ
I66.901		大脑动脉闭塞	DNDMBS
I66.902		脑动脉栓塞	NDMSS
I66.903		脑栓塞	NSS
I67.103		颈内动脉--海绵窦瘘	JNDMHMDL
I67.104		颅内动脉瘤	LNDML
I67.105		脑动静脉瘘	NDJML
I67.106		脑基底动脉瘤	NJDDML
I67.107		脑膜动静脉瘘	NMDJML
I67.108		前交通动脉瘤	QJTDML
I67.109		小脑动脉瘤	XNDML
I67.201		动脉硬化性脑病	DMYHXNB
I67.202		脑动脉硬化	NDMYH
I67.203		皮层下动脉硬化性脑病	PCXDMYHXNB
I67.204		颈总动脉硬化	JZDMYH
I67.301		宾斯万格氏病(早老性痴呆的一种)	BSWGSB
I67.401		高血压性脑病	GXYXNB
I67.501		脑底异常血管网病(云雾病)	NDYCXGWB
I67.701		脑动脉炎	NDMY
I67.801		急性脑血管病	JXNXGB
I67.802		脑动脉供血不足	NDMGXBZ
I67.803		脑坏死	NHS
I67.804		脑血管供血不足	NXGGXBZ
I67.805		缺血性脑血管病	QXXNXGB
I67.901		复发性脑血管病	FFXNXGB
I67.902		海绵窦受压综合征	HMDSYZHZ
I67.903		脑血管病	NXGB
I67.904+	G46.301*	韦伯氏综合征(大脑脚综合征)	WBSZHZ
I69.101		脑出血后遗症	NCXHYZ
I69.301		脑梗塞后遗症	NGSHYZ
I69.401		中凤（卒中）后遗症	ZFZZHYZ
I69.801		脑血管病后遗症	NXGBHYZ
I69.802		脑血管病恢复期	NXGBHFQ
I69.803		缺血缺氧性脑病后遗症	QXQYXNBHYZ
I70.001		腹主动脉硬化	FZDMYH
I70.002		主动脉钙化	ZDMGH
I70.003		主动脉硬化	ZDMYH
I70.101		肾动脉狭窄	SDMXZ
I70.201		闭塞性髂动脉硬化	BSXQDMYH
I70.202		肢体动脉硬化	ZTDMYH
I70.203		下肢动脉粥样硬化闭塞症	XZDMZYYH
I70.204		肢体闭塞性动脉硬化	ZTBSXDMYH
I70.205		肢体闭塞性动脉粥样硬化性血管炎（脉管炎）伴肢体坏	ZTBSXDMZYYHX
I70.801		视网膜动脉硬化	SWMDMYH
I70.901		闭塞性动脉炎	BSXDMY
I70.902		闭塞性动脉硬化	BSXDMYH
I70.903		动脉硬化	DMYH
I70.904		动脉粥样硬化	DMZYYH
I70.905		周身性动脉硬化	ZSXDMYH
I71.001		主动脉夹层动脉瘤破裂	ZDMJCDMLPL
I71.002		主动脉夹层动脉瘤	ZDMJCDML
I71.003		主动脉夹层破裂	ZDMJCPL
I71.101		胸主动脉动脉瘤破裂	XZDMDMLPL
I71.201		升主动脉动脉瘤	SZDMDML
I71.202		升主动脉扩张	SZDMKZ
A77.201		西伯利亚立克次氏体(Rickettsioses)引起的斑疹热	XBLYKCSTRI
A77.301		澳洲立克次氏体(Rickettsioses)引起的斑疹热	AZKCSTRICK
A77.901		斑疹热	BZR
A78  01		寇热	KR
A79.001		战壕热	ZHR
A79.101		螨立克次氏体(Rickettsioses)引起的立克次氏体(Rickettsioses)痘	MKCSTRICKE
A79.801		附红细胞体病（立克次氏体病(Rickettsioses)）	FHXBTBKCST
A79.901		立克次氏体病	KCSTB
A79.902		立克次体感染	KCTGR
A80.001		急性麻痹性脊髓灰质炎，与接种有关的	JXMBXJSHZY
A80.101		急性麻痹性脊髓灰质炎，(外地)引入的野病毒	JXMBXJSHZY
A80.201		急性麻痹性脊髓灰质炎，本地存在的野病毒	JXMBXJSHZY
A80.301		急性麻痹性脊髓灰质炎	JXMBXJSHZY
A80.401		急性非麻痹性脊髓灰质炎	JXFMBXJSHZ
A80.901		急性脊髓灰质炎	JXJSHZY
A80.902		脊髓前角灰质炎	JSQJHZY
A81.001		雅-克二氏病(痉挛性假硬化,亚急性海绵状脑)	Y-KESBJLXJYHYJ
A81.101		亚急性包涵体脑炎(亚急性硬化性全脑炎)	YJXBHTNY
A81.201		播散性坏死性脑白质病	BSXHSXNBZB
A81.901		中枢神经系统的慢病毒感染	ZSSJXTDMBD
A82.001		森林狂犬病	SLKQB
A82.101		城市狂犬病	CSKQB
A82.901		狂犬病	KQB
A83.001		流行性乙型脑炎(日本脑炎)	LXXYXNYRBNY
A83.101		西方马型脑炎	XFMXNY
A83.201		东方马型脑炎	DFMXNY
A83.301		圣路易斯型脑炎(St Louis)	SLYSXNYSTL
A83.401		澳大利亚脑炎	ADLYNY
A59.901		毛滴虫病	MDCB
A60.001+	N51.801*	阴茎单纯疱疹	YJDCPZ
A83.801		其他蚊媒介的病毒性脑炎	QTWMJDBDXN
A83.901		蚊媒介的病毒性脑炎	WMJDBDXNY
A84.001		远东蜱媒介的脑炎[俄罗斯春－夏型脑炎]	YDPMJDNYEL
A84.101		中部欧洲蜱媒介的脑炎	ZBOZPMJDNY
A84.901		蜱媒介的病毒性脑炎	PMJDBDXNY
A85.001		肠病毒性脑炎	CBDXNY
A85.101		腺病毒性脑炎	XBDXNY
A85.201		未特指的节肢动物媒介的病毒性脑炎	WTZDJZDWMJ
A86  01		病毒性脑膜脑炎	BDXNMNY
A86  02		病毒性脑炎	BDXNY
A87.001		肠病毒性脑膜炎	CBDXNMY
A87.101		腺病毒性脑膜炎	XBDXNMY
A87.201		淋巴细胞性脉络丛脑膜炎	LBXBXMLCNM
A87.901		病毒性脑膜炎	BDXNMY
A88.001		肠病毒性发疹热[波士顿疹病][Bostonexanthem]	CBDXFZRBSD
A88.101		流行性眩晕	LXXXY
A90  01		登革热	DGR
A91  01		登革出血热	DGCXR
A91  02		登革出血热	DGCXR
A92.001		奇孔古尼亚病毒性疾病(Chikungunya Virus)(其他蚊媒介的病毒性发热)	QKGNYBDXJB
A92.002		其他蚊媒介的病毒性发热	QTWMJDBDXF
A92.101		奥尼昂－尼昂热(O'nyong-nyong fever)(其他蚊媒介的病毒性发热)	ANAJNARO'N
A92.201		委内瑞拉马型热(其他蚊媒介的病毒性发热)	WNRLMXRQTW
A92.301		西尼罗河热(West Nile fever)(其他蚊媒介的病毒性发热)	XNLHRWESTN
A92.401		裂谷热	LGR
A92.901		蚊媒介的病毒性发热	WMJDBDXFR
A93.001		奥罗普什病毒性疾病(Oropouche)(其他节肢动物媒介的病毒性发热)	ALPSBDXJBO
A93.101		白蛉热(其他节肢动物媒介的病毒性发热)	BLRQTJZDWM
A93.201		科罗拉多蜱热(Colorado)(其他节肢动物媒介的病毒性发热)	KLLDPRCOLO
A93.801		其他蜱媒介的出血热	QTYMJDCXR
A94  01		节肢动物媒介的病毒性发热	JZDWMJDBDX
A95.001		森林型黄热病	SLXHRB
A95.101		城市型黄热病	CSXHRB
A95.901		黄热病	HRB
A95.902+	K77.002*	黄热病性肝炎	HRBXGY
A96.001		朱宁出血热(Junin)	ZNCXRJUNIN
A96.101		马丘波出血热(Machupo)	MQBCXRMACH
A96.201		拉沙热(Lassa)(沙粒病毒性出血热)	LSRLASSASL
A96.901		沙粒病毒性出血热	SLBDXCXR
A98.001		克里米亚－刚果出血热(Crimean-Congo)	KLMYJGGCXR
A98.101		鄂木斯克出血热(Omsk)	EMSKCXROMS
A98.201		夸赛纳森林病(Kyasanur)(其他病毒性出血热)	KSNSLBKYAS
A98.301		马堡病毒病(Marburg)(其他病毒性出血热)	MBBDBMARBU
A98.401		埃博拉病毒病(Ebola)(其他病毒性出血热)	ABLBDBEBOL
A98.501+	N08.001*	出血性肾变病性肾炎	CXXSBBXSY
A98.502+	N08.002*	流行性出血热	LXXCXR
A99  01		病毒性出血热	BDXCXR
B00.001		卡波济氏水痘样疹	KBJSSDYZ
B00.002		疱疹性湿疹	PZXSZ
B00.101		疱疹病毒性水疱皮炎	PZBDXSPPY
B00.201		口腔疱疹	KQPZ
B00.202		疱疹性咽峡炎	PZXYXY
B00.203		疱疹性咽炎	PZXYY
B00.204		疱疹性龈口炎	PZXYKY
B00.301+	G02.001*	疱疹病毒性脑膜炎	PZXNMY
B00.401+	G05.101*	疱疹病毒性脑炎	PZXNY
B00.501+	H19.101*	病毒性角膜炎	BDXJMY
B00.502+	H58.801*	单纯性疱疹伴眼部并发症	DCXPZBYBBF
B00.503+	H13.101*	疱疹性结膜炎	PZXJMY
B00.504+	H19.102*	疱疹性眼炎	PZXYY
B00.505+	H19.103*	树枝状角膜炎	SZZJMY
B00.506+	H19.101*	单纯性疱疹性角膜炎	DCXZZXJMY
B00.701		疱疹病毒性败血症	PZBDXBXZ
B00.801		EB病毒肠炎	EBBDCY
B00.802+	K77.003*	EB病毒感染的病毒性肝炎	EBBDGRDBDX
B00.803+	K77.004*	EB病毒感染的病毒性肝炎伴肝昏迷	EBBDGRDBDX
B00.901		EB 病毒感染	EBBDGR
B00.902		单纯疱疹	DCPZ
A83.501		加利福尼亚脑炎	JLFNYNY
A83.601		若西欧病毒病(Rocio Virus)(蚊媒介的病毒性脑炎)	RXOBDBROCI
J35.102		扁桃体增生	BTTZS
J35.201		腺样体肥大	XYTFD
J35.301		慢性扁桃体炎和腺样体增生	MXBTTYHXYT
J35.801		扁桃体残体	BTTCT
J35.802		扁桃体角化症	BTTJHZ
J35.803		扁桃体溃疡	BTTKY
J35.804		扁桃体囊肿	BTTNZ
J35.805		扁桃体息肉	BTTXR
J35.901		扁桃体肿物	BTTZW
J36  01		扁桃体脓肿	BTTNZ
J36  02		扁桃体周围脓肿	BTTZWNZ
J36  03		扁桃体周围炎	BTTZWY
J37.001		慢性喉咽炎	MXHYY
J37.002		慢性喉炎	MXHY
J37.003		慢性会厌炎	MXHYY
J38.001		喉肌麻痹 [喉麻痹]	HJMB
J38.002		喉上神经麻痹	HSSJMB
J38.003		喉神经麻痹	HSJMB
J38.004		声带麻痹	SDMB
J38.101		喉息肉	HXR
J38.102		声带息肉	SDXR
J38.201		歌手结节	GSJJ
J38.202		声带结节	SDJJ
J38.203		声带小结	SDXJ
J38.204		声带炎	SDY
J38.301		声带白斑	SDBB
J38.302		声带出血	SDCX
J38.303		声带恶性肉芽肿	SDEXRYZ
J38.304		声带角化症	SDJHZ
J38.305		声带囊肿	SDNZ
J38.306		声带其他疾患	SDQTJH
J38.307		声带肉芽肿	SDRYZ
J93.901		气胸	QX
J94.201		血气胸	XQX
J94.202		血胸	XX
J94.801		包裹性胸腔积液	BGXXQJY
J94.802		梅格斯综合征	MGSZHZ
J94.803		手术后胸腔积液	SSHXQJY
J94.804		水气胸	SQX
J94.805		胸膜钙化	XMGH
J94.806		胸膜腔积液	XMQJY
J94.807		胸膜粘连	XMZL
J94.808		胸腔积液	XQJY
J94.809		液气胸	YQX
J94.810		胸腔感染	XQGR
J95.001		手术后气管食管瘘	SSHQGSGL
J95.002		气管瘘口狭窄	QGLKXZ
J95.003		气管切开术后拔管困难	QGQKSHBGKN
J95.004		气管切开术后气道阻塞	QGQKSHQDZS
J95.005		气管造瘘口狭窄	QGZLKXZ
J95.006		气管造口术后气管食管瘘	QGZKSHQGSG
J95.007		气管造口术口出血	QGZKSKCX
J95.101		手术后肺机能不全	SSHFJNBQ
J95.801		气管插管后喉水肿	QGCGHHSZ
J95.802		手术后气胸	SSHQX
J95.803		手术后声带粘连	SSHSDZL
J95.804		胸壁术后软化	XBSHRH
J96.001		急性呼吸衰竭	JXHXSJ
J96.901		呼吸衰竭	HXSJ
J98.001		后天性支气管憩室	HTXZQGQS
J98.002		支气管化脓性肉芽肿	ZQGHNXRYZ
J98.003		支气管结石	ZQGJS
J98.004		支气管息肉	ZQGXR
J98.005		支气管狭窄	ZQGXZ
J98.006		支气管粘膜纤维组织增生	ZQGNMXWZZZ
J98.101		肺不张	FBZ
J98.102		肺萎陷	FWX
J98.103		肺中叶综合征	FZYZHZ
J98.104		中叶综合征 (肺)	ZYZHZ
J98.201		纵隔气肿	ZGQZ
J98.301		代偿性肺气肿	DCXFQZ
J98.401		多囊肺	DNF
J98.402		肺部感染	FBGR
J98.403		肺膨出	FPC
J98.404		肺钙化	FGH
J98.405		肺后壁空洞	FHBKD
J98.406		肺机能不全	FJNBQ
J98.407		肺假性淋巴瘤	FJXLBL
J98.408		肺假性肿瘤	FJXZL
J98.409		肺炎性假瘤	FYXJL
J98.410		肺弥漫性病变	FMMXBB
J98.411		肺囊肿	FNZ
J98.412		肺肿物	FZW
J98.413		过敏性支气管肺疾患	GMXZQGFJH
J98.414		损毁肺(炎症性)	SHF
J98.415		支气管囊肿	ZQGNZ
J98.416		肺萎缩	FWS
J98.417		肺支气管源性囊肿	FZQGYXNZ
J98.501		慢性纵隔炎	MXZGY
J98.502		纵隔疝	ZGS
J98.503		纵隔纤维化	ZGXWH
J98.504		纵隔炎	ZGY
J98.505		纵隔肿物	ZGZW1
J98.601		膈膨升	GPS
J98.602		膈肌麻痹	GJMB
J98.603		横膈麻痹	HGMB
J98.801		鼻咽肿物	BYZW
J98.802		呼吸道感染	HXDGR
J98.803		呼吸道梗阻	HXDGZ
J98.804		胸部肿物	XBZW
J86.901		化脓性胸膜炎	HNXXMY
J86.902		脓气胸	NQX
J86.903		脓胸	NX
J98.901		胸腔占位性病变	XQZWXBB
J98.902		胸腔肿物	XQZW
K00.001		无牙症	WYZ
K00.101		多生齿	DSC
K00.201		巨齿	JC
K00.701		出牙综合征	CYZHZ
K01.101		阻生齿	ZSC
K02.401		牙折断	YZD
K02.901		龋齿	QC
K04.001		化脓性牙髓炎	HNXYSY
K04.002		急性牙髓炎	JXYSY
K04.003		慢性牙髓炎	MXYSY
K04.004		牙髓脓肿	YSNZ
K04.005		牙髓炎	YSY
K04.401		急性根尖牙周炎	JXGJYZY
K04.501		根尖牙周炎	GJYZY
K04.502		根尖周肉芽肿	GJZRYZ
K04.503		慢性根尖牙周炎	MXGJYZT
K04.504		牙根肉芽肿	YGRYZ
K04.601		根尖周围脓肿并脓窦	GJZWNZBND
K04.701		根尖脓肿	GJNZ
K04.702		根尖周脓肿	GJZNZ
K04.703		牙槽脓肿	YCNZ
K04.801		根端囊肿	GDNZ
K04.802		根尖囊肿	GJNZ
K05.001		急性龈炎	JXYY
K05.101		边缘性龈炎	BYXYY
K05.102		增生性牙龈炎	ZSXYYY
K05.103		化脓性牙龈炎	HNXYYY
K05.104		溃疡性龈炎	KYXYY
K05.105		龈炎	YY
K05.201		急性冠周炎	JXGZY
K05.202		牙冠周脓肿	YGZNZ
K05.203		牙龈脓肿	YYNZ
K05.204		牙周脓肿	YZNZ
K05.301		牙周炎	YZY
K05.302		慢性牙周炎	MXYZY
K05.501		牙周病	YZB
K06.101		牙龈增生	YYZS
K06.801		巨细胞龈瘤	JXXYL
K06.802		牙龈出血	YYCX
K06.803		牙龈溃疡	YYKY
K06.804		牙龈瘤	YYL
K06.805		牙龈瘘管	YYLG
K06.806		牙龈息肉	YYXR
K07.001		颌骨发育不全	HGFYBQ
K07.002		上颌骨纤维增生	SHGXWZS
K07.003		小颌畸形	XHJX
K07.101		颌骨不对称	HGBDC
K07.102		后缩颌(上、下颌)	HSH
K07.103		前突颌	QTH
K07.104		上颌后缩、下颌前突	SHHS，XHQT
K07.105		上颌前突	SHQT
K07.106		上下颌前突畸形	SXHQTJX
K07.107		下颌前突	XHQT
K07.201		反咬合	FYH
K07.202		后牙反咬合	HYFYH
K07.203		前牙反咬合	QYFYH
K07.204		前牙开	QYK
K07.205		深覆合	SFH
K07.206		牙弓关系异常	YGGXYC
K07.301		牙齿错位	YCCW
K07.302		牙列不齐	YLBQ
K07.401		咬合不正	YHBZ
K07.601		颞颌关节综合征	NHGJZHZ
K07.602		颞颌关节不正	NHGJBZ
K07.603		颞下颌关节强直	NXHGJQZ
K07.901		颌骨后天畸形	HGHTJX
K07.902		颌骨畸形	HGJX
K07.903		颌骨先天畸形	HGXTJX
K08.101		由于意外、拔除引起的牙缺失	YYYWBCYQDYQS
K08.201		齿槽嵴萎缩	CCJWS
K08.202		齿槽突萎缩	CCTWS
K08.301		残冠	CG
K08.302		残留齿根	CLCG
K08.801		齿槽突不齐	CCTBQ
K08.802		齿槽突裂	CCTL
K08.803		牙槽出血	YCCX
K08.804		牙槽嵴裂	YCJL
K08.805		牙槽嵴裂隙	YCJLX
K09.001		颌含牙囊肿	HHYNZ
K09.002		颌骨角化囊肿	HGJHNZ
K09.003		颌角化囊肿	HJHNZ
K09.004		颌骨始基囊肿	HGSJNZ
K09.005		颌骨牙源性囊肿	HGYYXNZ
K09.101		腭骨囊肿	EGNZ
K09.102		腭正中囊肿	EZZNZ
0802-cd1		asdf234r21	
0802-cd2		asdf234r21asdfaqdf	
I82.302		肾静脉血栓形成	SJMXSXC
I82.801		颈静脉血栓形成	JJMXSXC
I82.802		脾静脉栓塞	PJMSS
I82.803		髂静脉栓塞	QJMSS
I82.804		髂内静脉栓塞	QNJMSS
I82.805		髂外静脉栓塞	QWJMSS
I82.806		上肢静脉血栓形成	SZJMXSXC
J38.308		声带水肿	SDSZ
J38.309		声带松弛	SDSC
J38.310		声带粘连	SDZL
J38.311		声带肿物	SDZW
J38.401		喉水肿	HSZ
J38.501		喉痉挛	HJL
J38.601		喉梗阻	HGZ
J38.602		喉狭窄	HXZ
J38.603		喉咽部狭窄	HYBXZ
J38.604		声门狭窄	SMXZ
J38.605		外伤后喉狭窄	WSHHXZ
J38.701		喉室带囊肿	HSDNZ
J38.702		喉囊肿	HNZ
J38.703		喉肌弱症	HJRZ
J38.704		喉角化不全症	HJHBQZ
J38.705		喉角化症	HJHZ
J38.706		喉溃疡	HKY
J38.707		喉内炎性肿物	HNYXZW
J38.708		喉肉芽肿	HRYZ
J38.709		喉上皮角化症	HSPJHZ
J38.710		喉硬结病	HYJB
J38.711		喉肿物	HZW
J38.712		环杓关节强硬	HSGJQY
J38.713		会厌部肉芽肿	HYBRYZ
J38.714		会厌溃疡	HYKY
J38.715		会厌囊肿	HYNZ
J38.716		会厌肉芽肿	HYRYZ
J38.717		会厌增生	HYZS
J38.718		室带肥厚	SDFH
J38.719		外伤性喉蹼	WSXHP
J39.001		咽侧壁炎性肿物	YCBYXZW
J39.002		咽后壁脓肿	YHBNZ
J39.003		咽后脓肿	YHNZ
J39.004		咽旁脓肿	YPNZ
J39.105		咽脓肿	YNZ
J39.201		瘢痕性咽狭窄	BHXYXZ
J39.202		鼻咽部出血	BYBCX
J39.203		鼻咽部囊肿	BYBNZ
J39.204		鼻咽囊肿	BYNZ
J39.205		咽部水肿	YBSZ
J39.206		咽水肿	YSZ
J39.207		鼻咽粘连	BYZL
J39.208		梨状窝息肉	LZWXR
J39.209		手术后咽瘘	SSHYL
J39.210		咽下部狭窄	YXBXZ
J39.211		咽部肿物	YBZW
J39.212		咽喉溃疡	YHKY
J39.213		咽角化症	YJHZ
J39.214		咽瘘	YL
J39.215		咽旁隙感染	YPXGR
J39.216		咽下部囊肿	YXBNZ
J39.801		大气道狭窄	DQDXZ
J39.802		气管瘢痕	QGBH
J39.803		气管梗阻	QGGZ
J34.822		后天性鼻腔闭锁	HTXBQBS
J35.001		慢性扁桃体炎	MXBTTY
J35.101		扁桃体肥大	BTTFD
J39.804		气管假性淋巴瘤	QGJXLBL
J39.805		气管囊肿	QGNZ2
J39.806		气管脓肿	QGNZ1
J39.807		气管肉芽肿	QGRYZ
J39.808		气管软化症	QGRHZ
J39.809		气管受压	QGSY
J39.810		气管狭窄	QGXZ
J39.901		气管肿物	QGZW
J40  01		气管支气管炎	QGZQGY
J40  02		纤维素性支气管炎	XWSXZQGY
J40  03		支气管炎	ZQGY
J40  04		支气管周围炎	ZQGZWY
J41.002		支气管炎性肿物	ZQGYXZW
J42  01		慢性气管炎	MXQGY
J42  02		慢性支气管炎	MXZQGY
J43.101		全叶性肺气肿	QYXFQZ
J43.201		中心叶性肺气肿	ZXYXFQZ
J43.901		大泡性肺气肿	DPXFQZ
J43.902		肺大泡破裂	FDPPL
J43.903		肺气肿	FQZ
J43.904		老年性肺气肿	LNXFQZ
J43.905		阻塞性肺气肿	ZSXFQZ
J43.906		肺大泡	FDP
J44.001		慢性阻塞性支气管炎合并感染	MXZSXZQGYH
J44.002		哮喘性肺炎	XCXFY
J44.101		慢性支气管炎急性发作	MXZQGYJXFZ
J44.801		闭塞性细支气管炎	BSXXZQGY
J44.802		慢性喘息性支气管炎	MXCXXZQGY
J44.803		慢性哮喘性支气管炎	MXXCXZQGY
J44.804		慢性气肿型支气管炎	MXQZXZQGY
J44.805		慢性阻塞性支气管炎	MXZSXZQGY
J44.806		慢性细支气管炎	MXXZQGY
J44.901		慢性阻塞性肺疾病	MXZSXFJB
J45.001		过敏性哮喘	GMXXC
J45.002		外源性支气管哮喘	WYXZQGXC
J45.003		儿童期哮喘	ETQXC
J45.004		过敏性鼻炎伴哮喘	GMXBYBXC
J45.005		过敏性哮喘 过敏性鼻炎伴哮喘	GMXXCGMXBY
J45.101		内源性支气管哮喘	NYXZQGXC
J45.901		哮喘	XC
J45.902		哮喘性支气管炎	XCXZQGY
J45.903		支气管哮喘	ZQGXC
J47  01		支气管扩张	ZQGKZ
J47  02		支气管扩张伴咯血	ZQGKZBKX
J47  03		支气管扩张合并感染	ZQGKZHBGR
J60  01		煤尘肺(炭末肺)	MCFTMF
J62.801		矽肺(硅肺)	XF
J62.802		矽肺性肺纤维化	XFXFXWH
J67.001		农民肺	NMF
J67.501		蘑菇肺	MGF
J67.901		过敏性肺炎	GMXFY
J67.902		过敏性(变应性)肺泡炎	GMXFPY
J68.001		肺炎,由于吸入有毒气体	FYYYXRYDQT
J69.001		吸入性肺炎	XRXFY
J69.002		吸入性肺炎,由于胃分泌物	XRXFYYYWFM
J69.101		肺炎,由于吸入油	FYYYXRY
J69.801		洗涤剂性支气管哮喘	XDJXZQGXC
J70.001		放射性肺炎	FSXFY
J70.101		放射性肺纤维化	FSXFXWH
J80  01		成人肺透明膜病	CRFTMMB
J80  02		成人呼吸窘迫综合征	CRHXJPZHZ
J80  03		透明肺	TMF
J80  04		休克肺	XKF
J81  01		创伤性湿肺	CSXSF
J81  02		急性肺水肿	JXFSZ
J81  03		肺水肿	FSZ
J82  01		肺嗜酸细胞增多症	FSSXBZDZ
J82  02		过敏性肺炎(变应性)	GMXFYBYX
J82  03		嗜酸细胞性肺炎	SSXBXFY
J84.001		肺泡蛋白沉积症	FPDBCJZ
J84.101		肺间质纤维化(炎症后)	FJZXWH
J84.102		肺肉芽肿	FRYZ
J84.103		肺纤维化	FXWH
J84.104		肺硬化	FYH
J84.105		机化性肺炎	JHXFY
J84.106		间质性纤维化性肺泡炎	JZXXWHXFPY
